Department Name,Address Line 1,Address Zip Code,Clean Address Zip Code,Latitude,Longitude
X_440 W 114 GI CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 HAND CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 INFECTIOUS DISEASE CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 JOINTS CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 LAB CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 LIVER CLINIC_DEACTIVATED,440 W 114TH Street,10025-1796,10025,40.7988,-73.9683
X_440 W 114 NEPHROLOGY/RENAL CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 NEUROLOGY CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 NEUROSURGERY CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 NYLAG CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 OPHTHALMOLOGY CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 ORTHO CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 PAIN MNGMT CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 PODIATRY CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 PULMONARY CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 SICKLE CELL CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 SMOKING CESSATION CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 SPINE CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 SURG PLASTIC CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 SURG VASC CVI_DEACTIVATED,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 SURGERY CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 UROLOGY CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 VASC SURG DIAG_DEACTIVATED,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114TH ST ACC6 ENDOCRINOLOGY_DEACTIVATED,"440 WEST 114TH ST, 6TH FLOOR",10025-1796,10025,40.7988,-73.9683
X_440 W 114TH ST ACC6 INFECTIOUS DISEASE_DEACTIVATED,"440 WEST 114TH ST, ACC 6",10025-1796,10025,40.7988,-73.9683
X_440 W 114TH ST ACC6 NEPHROLOGY_DEACTIVATED,440 W 114TH ST,10025-1796,10025,40.7988,-73.9683
X_440 W 114TH ST ACC6 PODIATRY_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114TH ST ACC6 PULMONARY_DEACTIVATED,"440 WEST 114TH ST, 6TH FLOOR",10025-1796,10025,40.7988,-73.9683
X_440 W 114TH ST ACC6 RHEUMATOLOGY_DEACTIVATED,"440 WEST 114TH ST, 6TH FLOOR",10025-1796,10025,40.7988,-73.9683
X_2637 BROADWAY PEDS CARDIO_DEACTIVATED,2637 BROADWAY,10025-5022,10025,40.7988,-73.9683
158 W 124TH ST ADULT CLINIC,158 W 124TH ST ADULT CLINIC,10027,10027,40.8119,-73.9535
158 W 124TH ST CHILD CLINIC,158 W 124ST,10027,10027,40.8119,-73.9535
158 W 124TH ST CITPD,158 W 124TH ST,10027,10027,40.8119,-73.9535
158 W 124TH ST IAM,158 W 124TH ST,10027,10027,40.8119,-73.9535
158 W 124TH ST IAM DENTAL,158 W 124TH ST,10027,10027,40.8119,-73.9535
158 W 124TH ST IAM PEDS,158 W 124TH ST,10027,10027,40.8119,-73.9535
158 W 124TH ST PHP,158 W 124TH ST,10027,10027,40.8119,-73.9535
158 W 124TH ST PSYCHIATRY,158 W 124TH ST,10027,10027,40.8119,-73.9535
1302 AMSTERDAM CARD,1302 Amsterdam Ave,10027,10027,40.8119,-73.9535
X_374 W 125 ST PULMONARY/SLEEP_DEACTIVATED,374 W 125th ST,10027,10027,40.8119,-73.9535
234 E 85TH CARD REHAB,234 East 85th Street,10028,10028,40.7761,-73.9536
234 E 85TH CARDIOLOGY,234 East 85th Street,10028,10028,40.7761,-73.9536
234 E 85TH ST DERM,"234 E 85th Street, 5th Floor",10028,10028,40.7761,-73.9536
234 E 85TH ST ENDO,234 E 85th St,10028,10028,40.7761,-73.9536
234 E 85TH ST ENT,"234 E 85TH Street, 4th Floor",10028,10028,40.7761,-73.9536
234 E 85TH ST IM,"234 E 85th Street,",10028,10028,40.7761,-73.9536
234 E 85TH ST IM 6FL,"234 E 85th Street,",10028,10028,40.7761,-73.9536
234 E 85TH ST NYEE MSH OPTH,"234 East 85th Street, 1st Floor",10028,10028,40.7761,-73.9536
234 E 85TH ST OB/GYN,234 East 85th Street 3rd Floor,10028,10028,40.7761,-73.9536
234 E 85TH ST PEDS GEN,"234 E 85th Street, 3rd Floor",10028,10028,40.7761,-73.9536
234 E 85TH ST URO 1FL,234 East 85th Street 1st Floor,10028,10028,40.7761,-73.9536
234 EAST 85TH ST DIABETES ALLIANCE,234 E 85th St,10028,10028,40.7761,-73.9536
944 PARK AVE. UROLOGY,944 Park Ave,10028,10028,40.7761,-73.9536
1421 3RD AVE CARDIOLOGY,1421 3rd Ave,10028,10028,40.7761,-73.9536
X_234 E 85TH CARD ENDO_DEACTIVATED,234 E 85th Street,10028,10028,40.7761,-73.9536
X_234 E 85TH PULMONARY_DEACTIVATED,234 E 85th St,10028,10028,40.7761,-73.9536
X_234 E 85TH SURG VAS_DEACTIVATED,234 E 85th St,10028,10028,40.7761,-73.9536
X_1421 3RD AVE CARDIOLOGY_DEACTIVATED,1421 3rd Ave,10028,10028,40.7761,-73.9536
234 E 85TH ST PEDS ENT,234 E 85TH ST,10028-3001,10028,40.7761,-73.9536
X_234 E 85 SURG BARIATRIC_DEACTIVATED,234 E 85 th St,10028-3135,10028,40.7761,-73.9536
241 E 86TH ST INTERNAL MEDICINE,241 East 86th Street  ,10028-3622,10028,40.7761,-73.9536
5 E 98 CLINICAL IMMUNOLOGY,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  DERMATOLOGY,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98 ENDOCRINOLOGY,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  ENT OTOLARYNGOLOGY,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98 GASTROENTEROLOGY,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  HEMOPHILIA,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98 INFECTIOUS DISEASE,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98 INTERVENTIONAL RADIOLOGY,5 E 98TH STREET,10029,10029,40.7916,-73.944
5 E 98  MFM,5 EAST 98TH STEET,10029,10029,40.7916,-73.944
5 E 98  MOVEMENT DISORDER,5 E. 98th St. Box 1138,10029,10029,40.7916,-73.944
5 E 98  MULTIPLE SCLEROSIS,5 E. 98th St.,10029,10029,40.7916,-73.944
5 E 98 NEURO PALLIATIVE CARE,"5 E 98TH STREET,1st floor",10029,10029,40.7916,-73.944
5 E 98  NEUROLOGY,5 E. 98th St. Box 1139,10029,10029,40.7916,-73.944
5 E 98  NEUROSURG,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  NEUROSURG 7FL,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98 NEUROSURGERY REHAB,5 East 98th St,10029,10029,40.7916,-73.944
5 E 98  OB/GYN,5 East 98th St,10029,10029,40.7916,-73.944
5 E 98  ORTHO JOINT,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  ORTHO PHYSIATRY,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  ORTHO SPINE,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  ORTHO TRAUMA,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  ORTHOPEDICS,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  PEDS ALLERGY,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  PEDS CHILD DEVELOP,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  PEDS ENDO ASD,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  PEDS GENERAL,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  PEDS GI,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  PEDS ID,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  PEDS NEPHROLOGY,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98  PEDS NEUROLOGY,5 East 98th Street (Box 1206),10029,10029,40.7916,-73.944
5 E 98  PEDS PULMONARY,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98 PEDS RHEUM,5 east 98th Street 10th Floor,10029,10029,40.7916,-73.944
5 E 98 REHAB FLUOROSCOPY,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98 REHAB MEDICINE,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  REHAB NEUROPSYCH,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98 RENAL/NEPHROLOGY,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  RMTI INTESTINAL,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  RMTI LIVER DISEASE,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  RMTI LIVER SURGERY,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  RMTI PEDS LIVER,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98 SLEEP,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98 ST GENOMIC MEDICINE,5 EAST 98TH STREET,10029,10029,40.7916,-73.944
5 E 98 ST REHAB ATC,5 EAST 98TH STREET,10029,10029,40.7916,-73.944
5 E 98  SURG BARIATRIC,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  SURG COLORECTAL,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  SURG ENDO PHYS,5 E 98th Street,10029,10029,40.7916,-73.944
5 E 98 SURG GENERAL,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  SURG PEDIATRIC,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  SURG PLASTIC,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  SURG VASCULAR,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  TRAN INST SM BOWEL,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  TRANS INSTI KIDNEY,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  TRANS INSTI LIVER,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  TRANS INSTI PEDS,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98 TRANS INSTI PSYCH,"5 east 98 th street,",10029,10029,40.7916,-73.944
5 E 98  TRANS LIVING DONOR,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98  UROLOGY,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 98TH ST SOCIAL WORK,5 East 98th Street,10029,10029,40.7916,-73.944
5 E 102 MSH PHYSICAL THERAPY,5 E 102nd Street,10029,10029,40.7916,-73.944
5-17 E 102 MSH OCCUPATIONAL THERAPY,5 East 102nd Street,10029,10029,40.7916,-73.944
10 E 102 PULMONARY,10 E 102 st,10029,10029,40.7916,-73.944
17 E 102 MSH REHAB NEUROPSYCHOLOGY,17 East 102nd Street,10029,10029,40.7916,-73.944
17 E 102 MSH SPEECH THERAPY,17 E 102nd Street,10029,10029,40.7916,-73.944
17 E 102 OPHTH EYE INFIRMARY,17 EAST 102 ST. 8TH FLOOR WEST,10029,10029,40.7916,-73.944
17 E 102 STUDENT HEALTH,"17 E 102nd St, 4th Fl",10029,10029,40.7916,-73.944
17 E 102ND DIABETES CLINIC,17 E 102 street 4th floor,10029,10029,40.7916,-73.944
17 E 102ND ENDOCRINE CLINIC,17 E 102nd Street,10029,10029,40.7916,-73.944
17 E 102ND GASTRO CLINIC,17 E 102nd St,10029,10029,40.7916,-73.944
17 E 102ND HOSP OPHTH,17 EAST 102ND ST 8TH FL EAST,10029,10029,40.7916,-73.944
17 E 102ND IAM PEDS,17 E 102nd Street 3rd floor,10029,10029,40.7916,-73.944
17 E 102ND IBD CENTER,17 E 102nd St,10029,10029,40.7916,-73.944
17 E 102ND IMA FIRM A,17 E 102 street 7th floor,10029,10029,40.7916,-73.944
17 E 102ND IMA FIRM B,17 E 102 street 7th floor,10029,10029,40.7916,-73.944
17 E 102ND IMA FIRM C,17 E 102 street 7th floor,10029,10029,40.7916,-73.944
17 E 102ND IMA FIRM D,17 E 102 street 7th floor,10029,10029,40.7916,-73.944
17 E 102ND IMA PEAKHEALTH,17 E 102 street 7th floor,10029,10029,40.7916,-73.944
17 E 102ND IMA UNASSIGNED,17 E 102 street 7th floor,10029,10029,40.7916,-73.944
17 E 102ND IMMUNOLOGY/ALLERGY CLINIC,17 East 102nd Street,10029,10029,40.7916,-73.944
17 E 102ND LIVER DISEASE CLINIC,17 E 102nd St,10029,10029,40.7916,-73.944
17 E 102ND MS NEUROPSYCHOLOGY CLINIC,17 E 102nd St,10029,10029,40.7916,-73.944
17 E 102ND NEURO HEADACHE CLINIC,17 E 102nd Street,10029,10029,40.7916,-73.944
17 E 102ND NEURO MOVEMENT DIS CLINIC,"17 East 102nd St, 4th Fl East, Ste D",10029,10029,40.7916,-73.944
17 E 102ND NEUROLOGY CLINIC,17 E 102nd Street,10029,10029,40.7916,-73.944
17 E 102ND NEUROSURGERY CLINIC,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
17 E 102ND RENAL CLINIC,17 East 102nd Street,10029,10029,40.7916,-73.944
17 E 102ND RHEUMATOLOGY CLINIC,"17 E 102nd Street, 2nd Floor",10029,10029,40.7916,-73.944
17 E 102ND ST DERMATOLOGY,17 E 102nd Street,10029,10029,40.7916,-73.944
17 E 102ND ST ID,17 E 102nd Street 3rd floor,10029,10029,40.7916,-73.944
17 E 102ND ST IMA DEPRESSION CLINIC,"17 E 102 Street, 7th floor",10029,10029,40.7916,-73.944
17 E 102ND ST IMA PSYCH,"17 E 102 Street, 7th floor",10029,10029,40.7916,-73.944
17 E 102ND ST SICKLE CELL CLINIC,17 E 102nd Street,10029,10029,40.7916,-73.944
17 E 102ND ST WOUND CARE CLINIC,"17 E 102nd Street, 4th Floor,",10029,10029,40.7916,-73.944
17 E 102ND SURG COLORECTAL CLINIC,17 E 102nd St,10029,10029,40.7916,-73.944
17 E 102ND SURG GENERAL CLINIC,17 E 102nd Street,10029,10029,40.7916,-73.944
17 E 102ND SURG PLASTIC CLINIC,17 E 102nd St,10029,10029,40.7916,-73.944
17 E 102ND SURG VASCULAR CLINIC,"17 E 102nd Street, 4th Floor East, Suite D",10029,10029,40.7916,-73.944
17 E 102ND URO INCONTINENCE CLINIC,17 EAST 102nd STREET,10029,10029,40.7916,-73.944
17 E 102ND UROLOGY CLINIC,17 E 102nd Street,10029,10029,40.7916,-73.944
19 E 98TH ST PSYCH,19 E 98th St,10029,10029,40.7916,-73.944
19 E 98TH ST PSYCH EXTERN SERVICES,19 E 98th St,10029,10029,40.7916,-73.944
19 E 98TH ST PSYCH POST DOC SERVICES,"19 E 98th St,Floor 5",10029,10029,40.7916,-73.944
50 E 98TH ST PSYCH STM,50 E 98th St,10029,10029,40.7916,-73.944
53-55 E 96TH ST PSYCH,53-55 E 96th St,10029,10029,40.7916,-73.944
57-59 EAST 96TH STREET PSYCH,57-59 East 96th Street,10029,10029,40.7916,-73.944
57-59 EAST 96TH STREET PSYCH FPA CENTRALIZED,57-59 East 96th Street,10029,10029,40.7916,-73.944
234 E 85TH ST CARDIOLOGY,234 East 85th Street,10029,10029,40.7916,-73.944
345 E 102ND WTC PSYCH,345 East 102nd Street,10029,10029,40.7916,-73.944
638 COLUMBUS AVE DERM,638 Columbus Ave,10029,10029,40.7916,-73.944
638 COLUMBUS AVE SURG VASC,638 Columbus Ave,10029,10029,40.7916,-73.944
1160 5TH AVE PSYCH,1160 5th Ave,10029,10029,40.7916,-73.944
1176 5TH DUBIN MED ONC,1176 5th Avenue,10029,10029,40.7916,-73.944
1176 5TH DUBIN SURG ONC,1176 5th Avenue,10029,10029,40.7916,-73.944
1184 5TH PEDS ALLERGY,1184 5th Ave,10029,10029,40.7916,-73.944
1190 5TH AVE POMA 1ST FL,1190 5th Ave,10029,10029,40.7916,-73.944
1190 5TH CARD ASSOCS GP1S,1190 Fifth Avenue,10029,10029,40.7916,-73.944
1190 5TH CARD ASSOCS GP1W,1190 5TH AVE,10029,10029,40.7916,-73.944
1190 5TH CARD ENDO,1190 Fifth Avenue,10029,10029,40.7916,-73.944
1190 5TH CARDIO SURG,1190 Fifth Ave,10029,10029,40.7916,-73.944
1190 5TH CARDIOVASC INST,1190 Fifth Avenue,10029,10029,40.7916,-73.944
1240 PARK AVE PSYCH,1240 Park Ave,10029,10029,40.7916,-73.944
1249 5TH AVE DIALYSIS,1249 5TH AVE,10029,10029,40.7916,-73.944
1425 MADISON AVE PSYCH,1425 Madison Ave,10029,10029,40.7916,-73.944
1425 MADISON AVE PSYCH NP SVC,1425 Madison Ave,10029,10029,40.7916,-73.944
1425 MADISON AVE PSYCH RESEARCH,1425 Madison Ave,10029,10029,40.7916,-73.944
1425 MADISON AVE PSYCHIATRY WOMENS HEALTH,1425 Madison Ave,10029,10029,40.7916,-73.944
1428 MADISON AVE NEUROLOGY,1428 MADISON AVE,10029,10029,40.7916,-73.944
1428 MADISON AVE PSYCH,1428 Madison Ave,10029,10029,40.7916,-73.944
1440 MADISON GERIATRICS,17 East 102nd Street,10029,10029,40.7916,-73.944
1450 MAD RMTIFIBROSCAN,1450 Madison Ave,10029,10029,40.7916,-73.944
1450 MADISON AVE SLEEP CENTER,1450 Madison Ave,10029,10029,40.7916,-73.944
1450 MADISON NEURO ENDOVAS,1450 Madison Avenue,10029,10029,40.7916,-73.944
1468 MADISON ALD CLINIC PEDIATRIC ENDOCRINOLOGY,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON AVE ALD CLINIC NEUROLOGY,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON AVE COVID THERAPEUTIC CTR,1468 Madison Avenue,10029,10029,40.7916,-73.944
1468 MADISON AVE DENTAL,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON AVE DERMATOLOGY,1468 MADISON,10029,10029,40.7916,-73.944
1468 MADISON AVE ENT,1468 Madison Avenue,10029,10029,40.7916,-73.944
1468 MADISON AVE NEUROMUSCULAR MULTI-DISCIPLINARY,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON AVE NUCLEAR MEDICINE,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON AVE OMS,1468 Madison Avenue,10029,10029,40.7916,-73.944
1468 MADISON AVE ORTHOPEDICS JOINT REPLACEMENT CLASS,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON AVE PEDS ENT,"1468 Madison Avenue, Annenberg 4th Floor",10029,10029,40.7916,-73.944
1468 MADISON CANCER,1468 MADISON AVENUE,10029,10029,40.7916,-73.944
1468 MADISON HEME/ONC PEDS,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON  HEMOPHILIA,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON HOSP PEDS GEN,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON NEUROLOGY CLINIC,"1468 Madison Avenue,",10029,10029,40.7916,-73.944
1468 MADISON  NEUROSURG,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON PEDS CARDIO,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON PULMONARY LAB,1468 Madison Avenue,10029,10029,40.7916,-73.944
1468 MADISON THOR SURG,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON  WTC PREV MED,1468 Madison Ave,10029,10029,40.7916,-73.944
1468 MADISON WTC PSYCH,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
1468 MADISON WTC PSYCH,1468 Madison Ave,10029,10029,40.7916,-73.944
1470 MADISON CANCER CENTER,1470 Madison Avenue,10029,10029,40.7916,-73.944
1470 MADISON THERAPEUTIC INFUSION,1470 Madison Avenue,10029,10029,40.7916,-73.944
HOSP ENT AUDIOLOGY,17 E 102ND ST,10029,10029,40.7916,-73.944
HOSP GENETICS,1470 Madison Avenue,10029,10029,40.7916,-73.944
HOSP NEURO SEIZURE,17 E 102nd Street,10029,10029,40.7916,-73.944
HOSP OB COVID,1176 5th Avenue,10029,10029,40.7916,-73.944
HOSP ORTHOPEDICS,17 E 102nd St,10029,10029,40.7916,-73.944
HOSP ORTHOPEDICS PEDS,17 E 102nd St,10029,10029,40.7916,-73.944
HOSP PEDS CFSP,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
HOSP PEDS CHEST,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
HOSP PEDS NEURO,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
HOSP PEDS SCH HEALTH,One Gustave L Levy Place,10029,10029,40.7916,-73.944
HOSP PODIATRY,17 E 102nd St,10029,10029,40.7916,-73.944
HOSP PSY CLINIC ON STE,1240 Park Avenue,10029,10029,40.7916,-73.944
HOSP PSYCH ADULT 1160,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
HOSP PSYCH CHILD,1 Gustave L. Levy Place,10029,10029,40.7916,-73.944
HOSP PSYCH IAC,1240 Park Avenue,10029,10029,40.7916,-73.944
HOSP PSYCH PHP,1 Gustave L Levy Place,10029,10029,40.7916,-73.944
HOSP PSYCH TRAINING,1160 5th Avenue,10029,10029,40.7916,-73.944
HOSP SBH PS 38,232 E 103rd St,10029,10029,40.7916,-73.944
HOSP SBH PS 83/PS 182,219 E 109th St,10029,10029,40.7916,-73.944
HOSP SBH PS 108,1615 Madison Avenue,10029,10029,40.7916,-73.944
HOSP SBH TPEC,240 E 109th St,10029,10029,40.7916,-73.944
IMA PAIN MANAGEMENT,"17 E 102 Street, 7th fl",10029,10029,40.7916,-73.944
MSHS TELEHEALTH,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
MSM OT,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
MSM PT,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
MSM SLP,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
PEDS VISITING DOC HSE CALL,1 Gustave L Levy Place,10029,10029,40.7916,-73.944
THERAPEUTIC INF,1470 Madison Avenue,10029,10029,40.7916,-73.944
VISITING DOCS HOUSE CALL,17 E 102nd St,10029,10029,40.7916,-73.944
VISITING DOCTORS,17 E 102nd Street,10029,10029,40.7916,-73.944
X_10 E 102 PRIMARY CARE MED_DEACTIVATED,10 East 102nd Street,10029,10029,40.7916,-73.944
X_10 E 102 PULMONARY MED_DEACTIVATED,10 East 102nd Street,10029,10029,40.7916,-73.944
X_17 E 102 IMA PACT HSE CALL_DEACTIVATED,17 E 102nd St,10029,10029,40.7916,-73.944
X_17 E 102 OPHTHALMOLOGY_DEACTIVATED,17 EAST 102 ST. 8TH FLOOR WEST,10029,10029,40.7916,-73.944
X_17 E 102 ORTHOPEDICS_DEACTIVATED,17 E 102nd St.,10029,10029,40.7916,-73.944
X_17 E 102ND IMA DIAB EX PRG_DEACTIVATED,17 E 102 street 7th floor,10029,10029,40.7916,-73.944
X_1468 HOSP PEDS GI_DEACTIVATED,1468 Madison Ave,10029,10029,40.7916,-73.944
X_1468 MADISON  PEDS ENDO_DEACTIVATED,1468 Madison Ave,10029,10029,40.7916,-73.944
X_2249 2ND AVE CARD_DEACTIVATED,2249 2nd Ave,10029,10029,40.7916,-73.944
X_FPA CARDIOTHORACIC SURGERY_DEACTIVATED,1190 Fifth Ave,10029,10029,40.7916,-73.944
X_FPA-DEPARTMENT_DEACTIVATED,One Gustave L. Levy Place ,10029,10029,40.7916,-73.944
X_HOSP DERMATOLOGY_DEACTIVATED,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
X_HOSP ENT AUDIOLOGY_DEACTIVATED,17 E 102ND ST,10029,10029,40.7916,-73.944
X_HOSP GENETICS_DEACTIVATED,"1468 Madison Avenue,(Annenberg Building)",10029,10029,40.7916,-73.944
X_HOSP IMMUNOLOGY/ALLERGY_DEACTIVATED,17 East 102nd Street,10029,10029,40.7916,-73.944
X_HOSP NEURO HEAD_DEACTIVATED,17 E 102nd Street,10029,10029,40.7916,-73.944
X_HOSP NEURO MOVE DIS_DEACTIVATED,17 E 102nd Street,10029,10029,40.7916,-73.944
X_HOSP NEURO SEIZURE_DEACTIVATED,17 E 102nd Street,10029,10029,40.7916,-73.944
X_HOSP NEURO STROKE_DEACTIVATED,17 E 102nd Street,10029,10029,40.7916,-73.944
X_HOSP NEUROLOGY_DEACTIVATED,17 E 102nd Street,10029,10029,40.7916,-73.944
X_HOSP NEUROSURGERY_DEACTIVATED,One Gustave L. Levy Place ,10029,10029,40.7916,-73.944
X_HOSP ORTHOPEDICS PEDS_DEACTIVATED,17 E 102nd St,10029,10029,40.7916,-73.944
X_HOSP ORTHOPEDICS_DEACTIVATED,17 E 102nd St,10029,10029,40.7916,-73.944
X_HOSP PED CHILD DEVELOP_DEACTIVATED,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
X_HOSP PEDS ALLERGY_DEACTIVATED,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
X_HOSP PEDS GU_DEACTIVATED,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
X_HOSP PEDS GU_DEACTIVATED,1468 Madison Avenue 4th Floor,10029,10029,40.7916,-73.944
X_HOSP PODIATRY _DEACTIVATED,17 E 102nd St,10029,10029,40.7916,-73.944
X_HOSP PSYCH ADULT 1160_DEACTIVATED,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
X_HOSP PSYCH ADULT KCC_DEACTIVATED,One Gustave L. Levy Place,10029,10029,40.7916,-73.944
X_HOSP PSYCH CHILD_DEACTIVATED,1 Gustave L. Levy Place,10029,10029,40.7916,-73.944
X_HOSP PSYCH GERIATRICS_DEACTIVATED,One Gustave L. Levy PLace,10029,10029,40.7916,-73.944
X_HOSP PSYCH IAC_DEACTIVATED,1240 Park Avenue,10029,10029,40.7916,-73.944
X_HOSP PSYCH PHP_DEACTIVATED,1 Gustave L Levy Place,10029,10029,40.7916,-73.944
X_HOSP PSYCH TRAINING_DEACTIVATED,1160 5th Avenue,10029,10029,40.7916,-73.944
X_HOSP RENAL_DEACTIVATED,17 East 102nd Street,10029,10029,40.7916,-73.944
X_HOSP SBH MCSM MEDICAL_DEACTIVATED,280 Pleasant Avenue,10029,10029,40.7916,-73.944
X_HOSP SBH PS 38_DEACTIVATED,232 E 103rd St,10029,10029,40.7916,-73.944
X_HOSP SBH PS 83/PS 182_DEACTIVATED,219 E 109th St,10029,10029,40.7916,-73.944
